class,_llseek,access,bind,brk,chmod,clock_gettime,clone,close,connect,dup,epoll_create1,epoll_ctl,epoll_pwait,epoll_wait,eventfd2,exit_group,faccessat,fchmod,fchmodat,fchown32,fcntl,fcntl64,fdatasync,flock,fork,fstat,fstat64,fstatat64,fsync,ftruncate,futex,getdents64,geteuid,geteuid32,getpid,getppid,getpriority,getrlimit,getsockname,getsockopt,gettid,gettimeofday,getuid,getuid32,inotify_init1,ioctl,ipc_subcall,kill,lseek,lstat64,madvise,mkdir,mkdirat,mmap,mmap2,mprotect,mremap,msgget,munmap,nanosleep,newfstatat,open,openat,pipe,pipe2,pivot_root,poll,ppoll,prctl,pread,pread64,pwrite,pwrite64,read,readlink,readlinkat,recv,recvfrom,rename,renameat,rt_sigaction,rt_sigprocmask,rt_sigreturn,sched_setscheduler,sched_yield,semget,semop,sendmsg,sendto,setpriority,setrlimit,setsockopt,sigprocmask,socket,socketpair,stat64,statfs,statfs64,ugetrlimit,umask,unlink,unlinkat,wait4,write,writev
1,0,0,0,0,0,0,11,335,0,117,0,75,920,0,0,0,23,0,9,0,155,0,33,0,0,146,0,0,7,0,37,2,22,0,0,0,0,0,0,0,0,0,807,0,0,2313,0,0,30,0,513,0,1,395,0,517,0,0,284,0,159,0,107,0,0,0,0,0,35,407,0,76,0,2003,0,4,0,1756,0,7,0,1174,1,0,0,0,0,0,1512,2,0,0,0,0,0,0,0,0,0,0,0,7,0,1184,606
1,0,0,0,0,0,0,0,30,0,0,0,0,20,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0,0,106,0,0,0,0,0,0,0,100,0,2,0,0,69,0,14,0,30,0,0,0,0,0,2,136,0,0,0,6,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,32,5,142,0,30,0,46,507,0,0,0,3,0,0,0,14,0,0,0,0,11,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,357,0,0,1343,0,0,0,0,215,0,0,172,0,51,0,0,113,0,23,0,63,0,0,0,0,0,10,167,0,0,0,1484,0,1,0,1054,0,0,0,371,1,0,0,0,0,0,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,889,106
1,0,0,0,0,0,0,8,197,0,78,0,41,411,0,0,0,1,0,2,0,20,0,0,0,0,12,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,407,0,0,1301,0,0,0,0,56,0,1,220,0,62,0,0,167,0,33,0,38,0,0,0,0,0,18,200,0,0,0,825,0,1,0,940,0,0,0,126,0,0,0,0,0,0,814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514,593
1,0,0,0,0,0,0,0,108,0,40,0,45,1872,0,0,0,1,0,0,0,14,0,0,0,0,11,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,597,0,0,1158,0,0,0,0,75,0,0,67,0,50,0,0,57,0,0,0,20,0,0,0,0,0,13,35,0,0,0,915,0,1,0,3605,0,0,0,368,1,0,5,0,0,0,3317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808,882
1,0,0,1,0,0,2,17,80,1,11,0,3,49,0,0,0,4,0,4,0,6,0,0,0,0,20,0,0,3,0,47,2,0,0,0,0,0,0,2,1,0,0,74,0,0,344,0,0,26,0,34,0,1,167,0,310,0,0,110,0,56,0,72,0,0,0,0,1,59,52,0,0,0,171,0,1,0,14,0,1,0,119,0,0,0,0,0,1,10,2,0,2,0,2,0,0,0,0,0,0,0,1,0,83,52
1,0,0,0,0,0,0,1,31,0,13,0,19,340,0,0,0,1,0,0,0,7,0,0,0,0,11,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,188,0,0,775,0,0,0,0,103,0,0,33,0,47,0,0,24,0,0,0,16,0,0,0,0,0,12,15,0,0,0,963,0,1,0,772,0,0,0,179,2,0,0,0,0,0,698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583,58
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,21,173,0,35,0,10,207,0,0,0,2,0,0,0,17,0,0,0,0,72,0,0,0,0,66,2,0,0,0,0,2,2,0,0,0,0,253,0,0,468,0,0,60,0,40,0,1,253,0,562,0,0,178,0,77,0,120,0,0,0,0,0,100,78,0,0,0,238,0,7,0,134,0,0,3,86,1,0,45,0,0,0,126,2,0,0,0,0,1,0,0,0,0,0,0,0,0,131,150
1,0,0,0,0,0,0,12,278,0,93,0,121,1569,0,0,0,7,0,1,0,98,0,0,0,0,59,0,0,0,0,32,2,5,0,0,0,0,0,0,0,0,0,1525,0,0,2904,0,0,46,0,287,0,1,290,0,349,0,0,222,0,38,0,109,0,0,0,0,0,112,146,0,0,0,3020,0,3,0,1220,0,0,2,203,1,0,1,0,0,0,1037,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1713,287
1,0,0,0,0,0,0,13,143,0,34,0,26,3372,0,0,0,8,0,1,0,22,0,0,0,0,52,0,0,1,0,254,2,0,0,0,0,0,1,0,0,0,0,3007,0,0,1736,0,0,53,0,171,0,1,220,0,502,0,0,173,0,76,0,83,0,0,0,0,0,95,70,0,0,0,1509,0,5,0,2905,0,0,2,398,0,0,1,0,0,0,2850,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1093,293
1,0,0,0,0,0,0,8,134,0,57,0,63,717,0,0,0,20,0,4,0,26,0,0,0,0,6,0,0,2,0,15,0,0,0,0,0,0,0,0,0,0,0,525,0,0,1247,0,0,0,0,222,0,0,133,0,68,0,0,116,0,37,0,12,0,0,0,0,0,7,157,0,0,0,2334,0,0,0,2238,0,2,0,399,1,0,0,0,0,0,2004,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2418,529
1,0,0,0,0,0,0,0,218,0,99,0,225,2714,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,2079,0,0,3097,0,0,0,0,280,0,0,7,0,8,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6063,0,0,0,3653,0,0,0,3,0,0,36,0,0,0,2973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6359,371
1,0,0,0,0,0,0,5,203,0,67,0,119,7353,0,0,0,4,0,4,0,54,0,0,0,0,4,0,0,0,0,872,0,0,0,0,0,0,0,0,0,0,0,6466,0,0,3231,0,0,0,0,721,0,0,147,0,30,0,0,91,0,93,0,41,0,0,0,0,0,2,136,0,0,0,5602,0,0,0,4384,0,0,0,76,0,0,1,0,0,1,3589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6368,365
1,0,0,0,0,0,0,6,275,0,35,0,35,2840,0,0,0,83,0,75,0,16,0,0,0,0,77,0,0,62,0,164,0,0,0,0,0,0,1,0,0,0,0,1851,0,0,3268,0,0,0,0,732,0,0,275,0,25,0,0,136,0,169,0,202,0,0,0,0,0,2,231,0,0,0,7581,0,1,0,5629,0,72,0,395,0,0,50,0,0,11,5069,0,0,0,0,0,1,0,0,0,0,0,0,72,0,8033,189
1,0,0,0,0,0,0,2,338,0,152,0,276,3217,0,0,0,0,0,2,0,129,0,0,0,0,1,0,0,1,0,70,0,0,0,0,0,0,0,0,0,0,0,2488,0,0,3675,0,0,0,0,310,0,1,83,0,5,0,0,64,0,38,0,14,0,0,0,0,0,0,78,0,0,0,5819,0,0,0,4280,0,0,0,79,0,0,6,0,0,0,3658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6101,447
1,0,0,0,0,0,0,2,179,0,70,0,185,6241,0,0,0,5,0,3,0,79,0,0,0,0,9,0,0,2,0,136,0,1,0,0,0,0,0,0,0,0,0,3135,0,0,3026,0,0,0,0,32,0,0,8,0,5,0,0,3,0,33,0,9,0,0,0,0,0,0,6,0,0,0,3100,0,0,0,6725,0,2,0,3,2,0,0,0,0,0,5072,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4744,90
1,0,0,2,0,0,0,10,261,4,89,0,51,1194,0,0,0,6,0,3,0,27,0,0,0,0,5,0,0,3,0,44,0,0,0,0,0,0,0,4,2,0,0,712,0,0,2022,0,0,0,0,125,0,0,270,0,21,0,0,190,0,98,0,71,0,0,0,0,2,0,245,0,0,0,2496,0,0,0,1584,0,3,0,185,0,0,15,0,0,2,1372,0,0,6,0,6,0,0,0,0,0,0,0,3,0,2629,140
1,0,0,0,0,0,0,0,463,0,178,0,195,2763,0,0,0,23,0,7,0,154,0,0,0,0,100,0,0,4,0,12,0,15,0,0,0,0,0,0,0,0,0,1233,0,0,2521,0,0,0,0,87,0,0,283,0,2,0,0,235,0,81,0,68,0,0,0,0,0,2,280,0,0,0,2390,0,0,0,4742,0,4,0,197,0,0,0,0,0,0,4081,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2512,362
1,0,0,0,0,0,0,15,210,0,59,0,97,1112,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,706,0,0,1391,0,0,0,0,156,0,0,326,0,17,0,0,234,0,24,0,71,0,0,0,0,0,2,433,0,0,0,1849,0,0,0,1627,0,0,0,434,0,0,0,0,0,0,1408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1974,205
1,0,0,0,0,0,0,0,50,0,24,0,74,6154,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,820,0,0,0,0,0,0,0,0,0,0,0,5505,0,0,3549,0,0,0,0,871,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4519,0,0,0,3875,0,0,0,156,0,0,65,0,0,0,3256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4987,264
1,0,0,0,0,0,0,0,6,0,2,0,1,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,26,0,0,41,0,0,0,0,1,0,0,16,0,1,0,0,10,0,3,0,3,0,0,0,0,0,0,18,0,0,0,21,0,0,0,13,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1
1,0,0,0,0,0,0,21,180,0,31,0,48,549,0,0,0,10,0,3,0,88,0,0,0,0,81,0,0,1,0,84,0,12,0,0,0,0,0,0,0,0,0,528,0,0,1356,0,0,24,0,141,0,0,326,0,101,0,0,198,0,162,0,116,0,0,0,0,0,7,398,0,18,0,1286,0,0,0,1138,0,0,0,723,1,0,0,0,0,0,1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1343,332
1,0,0,0,0,0,0,0,114,0,0,0,0,56,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,56,0,0,379,0,0,0,0,0,0,0,351,0,3,0,0,234,0,47,0,112,0,0,0,0,0,0,474,0,0,0,6,0,0,0,0,0,0,0,234,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
1,0,0,0,0,0,0,0,800,0,308,0,342,3142,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,2798,0,0,4629,0,0,0,0,503,0,0,820,0,11,0,0,674,0,115,0,138,0,0,0,0,0,2,1010,0,0,0,8318,0,0,0,5195,0,0,0,668,0,0,1,0,0,0,4529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8716,973
1,0,0,0,0,0,0,0,194,0,93,0,189,2790,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,2223,0,0,3559,0,0,0,0,289,0,0,5,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5973,0,0,0,3738,0,0,0,7,0,0,7,0,0,0,3175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6282,271
1,0,0,0,0,0,0,7,149,0,74,0,60,7250,0,0,0,0,0,0,0,24,0,0,0,0,3,0,0,0,0,975,0,0,0,0,0,0,0,0,0,0,0,6704,0,0,4051,0,0,0,0,751,0,0,60,0,16,0,0,53,0,4,0,3,0,0,0,0,0,0,0,0,0,0,5439,0,0,0,4201,0,0,0,297,0,0,0,0,0,0,3453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6005,219
1,0,0,0,0,0,0,27,609,0,201,0,252,5020,0,0,0,13,0,5,0,111,0,0,0,0,13,0,0,5,0,588,2,0,0,0,0,0,1,0,6,0,0,4497,0,0,6423,0,0,0,0,730,0,0,586,0,62,0,0,293,0,170,0,198,0,0,0,0,0,3,14696,0,0,0,6935,0,0,0,4831,0,4,0,977,3,0,6,0,0,10,4106,0,0,0,0,4,0,0,0,0,0,0,0,4,0,7447,744
1,0,0,0,0,0,0,0,265,0,123,0,287,3557,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,2850,0,0,4026,0,0,0,0,389,0,0,1,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7707,0,0,0,4687,0,0,0,9,0,0,0,0,0,0,4043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8095,241
1,0,0,0,0,0,0,4,147,0,64,0,59,2322,0,0,0,0,0,1,0,25,0,0,0,0,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,2168,0,0,4593,0,0,0,0,851,0,0,146,0,21,0,0,123,0,7,0,22,0,0,0,0,0,4,156,0,0,0,13053,0,0,0,5445,0,0,0,105,0,0,1,0,0,0,4526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13723,633
1,0,0,0,0,0,0,0,269,0,92,0,197,2050,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1236,0,0,2430,0,0,0,0,314,0,0,145,0,24,0,0,96,0,26,0,36,0,0,0,0,0,0,164,0,0,0,4790,0,0,0,3951,0,0,0,127,0,0,2,0,0,0,3485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5043,205
1,0,0,0,0,0,0,0,44,0,14,0,24,454,0,0,0,1,0,0,0,9,0,0,0,0,11,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,307,0,0,1222,0,0,0,0,245,0,0,31,0,44,0,0,28,0,0,0,15,0,0,0,0,0,10,19,0,0,0,1616,0,1,0,1334,0,0,0,144,1,0,0,0,0,0,1213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,225
1,0,0,0,0,0,0,7,206,0,62,0,49,405,0,0,0,37,0,6,0,18,0,0,0,0,19,0,0,6,0,39,0,0,0,0,0,0,0,0,0,0,0,344,0,0,908,0,0,0,0,50,0,1,250,0,60,0,0,175,0,77,0,84,0,0,0,0,0,18,233,0,0,0,652,0,1,0,907,0,5,0,400,6,0,3,0,0,0,796,0,0,0,0,0,0,0,0,0,0,0,0,5,0,416,359
1,0,0,6,0,0,0,3,187,5,58,0,32,551,0,0,0,79,0,9,0,11,0,0,0,0,20,0,0,9,0,14,39,0,0,0,0,0,0,11,12,0,0,531,0,0,1203,0,0,0,0,100,0,1,365,0,74,0,0,338,0,145,0,57,0,0,0,0,0,27,532,0,0,0,1176,0,1,0,890,0,9,0,826,1,0,0,0,0,5,775,0,0,0,0,11,0,0,0,0,0,0,0,9,0,706,370
1,0,0,0,0,0,0,3,10,0,1,0,1,43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,51,0,0,132,0,0,0,0,1,0,0,17,0,6,0,0,4,0,41,0,7,0,0,0,0,0,1,8,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1,0,0,0,0,0,0,5,106,0,33,0,48,2133,0,0,0,4,0,4,0,15,0,0,0,0,14,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,662,0,0,1188,0,0,0,0,35,0,0,87,0,53,0,0,56,0,7,0,36,0,0,0,0,0,11,55,0,0,0,777,0,1,0,3729,0,3,0,175,0,0,5,0,0,0,3438,0,0,0,0,0,0,0,0,0,0,0,0,2,0,737,666
1,0,0,0,0,0,0,15,226,0,65,0,44,1007,0,0,0,2,0,0,0,15,0,0,0,0,11,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,689,0,0,1751,0,0,0,0,104,0,0,443,0,72,0,0,313,0,47,0,95,0,0,0,0,0,18,528,0,0,0,1215,0,1,0,2354,0,0,0,968,1,0,0,0,0,0,2166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,803,598
1,0,0,0,0,0,0,0,800,0,354,0,308,4354,0,0,0,1,0,1,0,107,0,0,0,0,1,0,0,1,0,226,0,0,0,0,0,0,0,0,0,0,0,3040,0,0,6408,0,0,0,0,194,0,0,282,0,5,0,0,263,0,4,0,15,0,0,0,0,0,5,13,0,0,0,4961,0,0,0,5396,0,1,0,73,7,0,12,0,0,1,4552,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3261,370
1,0,0,0,0,0,0,8,310,0,119,0,212,1824,0,0,0,1,0,0,0,89,0,0,0,0,12,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,1420,0,0,2097,0,0,0,0,200,0,1,207,0,58,0,0,151,0,21,0,56,0,4,0,0,0,10,219,0,0,0,1514,0,1,0,2840,0,0,0,264,0,0,52,0,0,0,2554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1165,741
1,0,0,0,0,0,0,0,47,0,25,0,15,311,0,0,0,1,0,0,0,6,0,0,0,0,11,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,187,0,0,378,0,0,0,0,13,0,0,73,0,56,0,0,55,0,6,0,15,0,0,0,0,0,14,68,0,0,0,320,0,1,0,457,0,0,0,231,0,0,0,0,0,0,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,96
1,0,0,0,0,0,1,8,115,0,38,0,27,311,0,0,0,2,0,3,0,12,0,0,0,0,13,0,0,2,0,19,0,0,0,0,0,0,0,0,0,0,0,272,0,0,820,0,0,20,0,42,0,0,138,0,61,0,0,97,0,17,0,44,0,0,0,0,0,46,39,0,0,0,668,0,1,0,450,0,1,0,86,0,0,0,0,0,0,385,0,0,0,0,0,0,0,0,0,0,0,0,1,0,407,150
1,0,0,0,0,0,40,9,151,0,37,0,33,565,0,0,0,5,0,3,0,12,0,0,0,0,13,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,327,0,0,1268,0,0,0,0,122,0,1,234,0,58,0,0,149,0,36,0,74,0,0,0,0,0,14,234,0,0,0,1159,0,1,0,1036,0,1,0,428,0,0,0,0,0,0,938,0,0,0,0,0,0,0,0,0,0,0,0,1,0,726,147
1,0,0,0,0,0,0,11,167,0,23,0,10,277,0,0,0,3,0,1,0,2,0,0,0,0,35,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,171,0,0,696,0,0,0,0,21,0,0,244,0,116,0,0,143,0,5,0,115,0,0,0,0,0,19,208,0,0,0,442,0,3,0,696,0,1,1,473,1,0,100,0,0,0,647,0,0,0,0,0,0,0,0,0,0,0,0,2,0,377,121
1,0,0,0,0,0,0,2,176,0,75,0,189,2224,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,1242,0,0,3981,0,0,0,0,469,0,0,42,0,5,0,0,33,0,7,0,10,0,0,0,0,0,1,46,0,0,0,5155,0,0,0,3685,0,0,0,159,1,0,2,0,0,0,3245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3076,225
1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,32,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,28,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3
1,0,0,0,0,0,0,0,92,0,26,0,54,1493,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,637,0,0,1589,0,0,0,0,115,0,0,104,0,4,0,0,14,0,1,0,43,0,0,0,0,0,2,98,0,0,0,1462,0,0,0,3043,0,0,0,61,0,0,0,0,0,0,2746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1046,1254
1,0,0,0,0,0,0,30,765,0,65,0,43,1213,0,0,0,2,0,1,0,19,0,0,0,0,2,0,0,1,0,83,0,0,0,0,0,0,0,0,0,0,0,490,0,0,1634,0,0,0,0,90,0,0,403,0,59,0,0,239,0,41,0,137,0,330,0,0,0,9,398,0,0,0,891,0,1,0,2737,0,1,0,709,1,0,2,0,0,0,2602,0,0,0,0,0,0,0,0,0,0,0,0,1,26,733,460
1,0,0,0,0,0,0,2,36,0,8,0,4,36,0,0,0,1,0,0,0,1,0,0,0,0,11,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,36,0,0,111,0,0,0,0,0,0,0,51,0,51,0,0,32,0,7,0,24,0,0,0,0,0,6,43,0,0,0,33,0,1,0,12,0,0,0,75,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,59
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,2,106,0,43,0,39,618,0,0,0,1,0,0,0,19,0,0,0,0,11,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,612,0,0,1265,0,0,0,0,174,0,0,120,0,70,0,0,94,0,0,0,18,0,0,0,0,0,19,118,0,0,0,1464,0,1,0,1025,0,0,0,437,0,0,0,0,0,0,911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830,196
1,0,0,0,0,0,0,4,301,0,73,0,43,767,0,0,0,32,0,0,0,19,0,0,0,0,11,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,504,0,0,2094,0,0,0,0,133,0,0,540,0,57,0,0,374,0,98,0,157,0,0,0,0,0,17,630,0,0,0,1920,0,1,0,1007,0,0,0,455,0,0,24,0,0,0,861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1164,193
1,0,0,0,0,0,0,0,46,0,0,0,0,34,0,0,0,31,0,7,0,183,0,20,0,0,210,0,0,0,0,6,0,35,0,0,0,0,0,0,0,0,0,35,0,0,145,0,0,0,0,0,0,1,17,0,1,0,0,16,0,104,0,52,0,0,0,0,0,5,92,0,45,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
